gbifID,datasetKey,occurrenceID,kingdom,phylum,class,order,family,genus,species,infraspecificEpithet,taxonRank,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue
2.1858719330968e-314,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/186102557,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Habronattus,Habronattus americanus,NA,SPECIES,"Habronattus americanus (Keyserling, 1885)",Habronattus americanus,,CA,,British Columbia,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,51.891226,-122.871781,20,NA,NA,NA,NA,NA,2023-06-28T14:47,28,6,2023,2170749,2170749,HUMAN_OBSERVATION,iNaturalist,Observations,186102557,NA,Finn McGhee,2023-10-03T23:40:27Z,CC0_1_0,Finn McGhee,Finn McGhee,,NA,2024-02-16T18:57:31Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
2.1823933611516e-314,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/185053011,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Habronattus,Habronattus americanus,NA,SPECIES,"Habronattus americanus (Keyserling, 1885)",Habronattus americanus,,CA,,British Columbia,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,49.131653,-120.627396,20,NA,NA,NA,NA,NA,2023-06-16T13:55,16,6,2023,2170749,2170749,HUMAN_OBSERVATION,iNaturalist,Observations,185053011,NA,calebcam,2023-09-26T22:56:12Z,CC0_1_0,Finn McGhee,Finn McGhee,,NA,2024-02-16T19:44:42Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
2.18226704190573e-314,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/184599235,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Habronattus,Habronattus americanus,NA,SPECIES,"Habronattus americanus (Keyserling, 1885)",Habronattus americanus,,US,,California,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,39.454613,-120.176003,4,NA,NA,NA,NA,NA,2023-09-23T11:45:45,23,9,2023,2170749,2170749,HUMAN_OBSERVATION,iNaturalist,Observations,184599235,NA,calebcam,2023-09-23T23:16:11Z,CC_BY_NC_4_0,Gina Barton,Gina Barton,,NA,2024-02-16T19:20:44Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
2.18082854606272e-314,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/183177786,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Habronattus,Habronattus americanus,NA,SPECIES,"Habronattus americanus (Keyserling, 1885)",Habronattus americanus,,US,,California,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,37.528883,-118.198727,279,NA,NA,NA,NA,NA,2023-09-08T14:15:51,8,9,2023,2170749,2170749,HUMAN_OBSERVATION,iNaturalist,Observations,183177786,NA,Christian C. Burke,2023-09-14T05:47:21Z,CC_BY_NC_4_0,Kristal Watrous,Kristal Watrous,,NA,2024-02-16T19:00:19Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
2.18053319312557e-314,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/26916388,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Habronattus,Habronattus americanus,NA,SPECIES,"Habronattus americanus (Keyserling, 1885)",Habronattus americanus,,US,,California,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,39.349862,-120.17239,NA,NA,NA,NA,NA,NA,2019-06-12T09:47,12,6,2019,2170749,2170749,HUMAN_OBSERVATION,iNaturalist,Observations,26916388,NA,Keith Martin-Smith,2019-06-13T14:52:21Z,CC_BY_4_0,Keith Martin-Smith,Keith Martin-Smith,,NA,2024-02-16T18:34:36Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
2.18053121636892e-314,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/26916782,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Habronattus,Habronattus americanus,NA,SPECIES,"Habronattus americanus (Keyserling, 1885)",Habronattus americanus,,US,,California,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,39.349773,-120.172368,NA,NA,NA,NA,NA,NA,2019-06-12T09:42,12,6,2019,2170749,2170749,HUMAN_OBSERVATION,iNaturalist,Observations,26916782,NA,Keith Martin-Smith,2019-06-13T14:59:49Z,CC_BY_4_0,Keith Martin-Smith,Keith Martin-Smith,,NA,2024-02-16T18:34:43Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
2.17764311956936e-314,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/181952601,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Habronattus,Habronattus americanus,NA,SPECIES,"Habronattus americanus (Keyserling, 1885)",Habronattus americanus,,CA,,British Columbia,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,49.289792,-123.350092,26550,NA,NA,NA,NA,NA,2023-09-02T12:49,2,9,2023,2170749,2170749,HUMAN_OBSERVATION,iNaturalist,Observations,181952601,NA,Justin Chan,2023-09-05T19:30:47Z,CC_BY_NC_4_0,Justin Chan,Justin Chan,,NA,2024-02-16T19:44:26Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
2.17401226177014e-314,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/179077141,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Habronattus,Habronattus americanus,NA,SPECIES,"Habronattus americanus (Keyserling, 1885)",Habronattus americanus,,US,,Oregon,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,45.230851,-117.291232,365,NA,NA,NA,NA,NA,2023-08-18T06:40:20,18,8,2023,2170749,2170749,HUMAN_OBSERVATION,iNaturalist,Observations,179077141,NA,Roger Peet,2023-08-19T01:14:36Z,CC_BY_NC_4_0,Roger Peet,Roger Peet,,NA,2024-02-16T18:58:18Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
2.06393372491625e-314,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/177452363,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Habronattus,Habronattus americanus,NA,SPECIES,"Habronattus americanus (Keyserling, 1885)",Habronattus americanus,,US,,California,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,38.867981,-120.19354,6,NA,NA,NA,NA,NA,2023-08-06T12:42:35,6,8,2023,2170749,2170749,HUMAN_OBSERVATION,iNaturalist,Observations,177452363,NA,calebcam,2023-08-09T14:06:53Z,CC_BY_NC_4_0,Teale Fristoe,Teale Fristoe,,NA,2024-02-16T18:56:13Z,,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
2.06382913764188e-314,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/177689477,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Habronattus,Habronattus americanus,NA,SPECIES,"Habronattus americanus (Keyserling, 1885)",Habronattus americanus,,US,,Idaho,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,43.668055,-116.671871,2,NA,NA,NA,NA,NA,2023-08-10T10:08,10,8,2023,2170749,2170749,HUMAN_OBSERVATION,iNaturalist,Observations,177689477,NA,jamesjarrett00,2023-08-10T16:43:36Z,CC_BY_NC_4_0,jamesjarrett00,jamesjarrett00,,NA,2024-02-16T18:56:18Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
2.0637022734416e-314,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/177446371,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Habronattus,Habronattus americanus,NA,SPECIES,"Habronattus americanus (Keyserling, 1885)",Habronattus americanus,,US,,Montana,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,45.121453,-109.272891,4,NA,NA,NA,NA,NA,2022-07-09T21:58,9,7,2022,2170749,2170749,HUMAN_OBSERVATION,iNaturalist,Observations,177446371,NA,Ian Wright,2023-08-09T02:36:14Z,CC0_1_0,Ian Wright,Ian Wright,,NA,2024-02-16T18:55:55Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
2.06137619163022e-314,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/176881029,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Habronattus,Habronattus americanus,NA,SPECIES,"Habronattus americanus (Keyserling, 1885)",Habronattus americanus,,US,,Montana,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,48.48473,-108.774795,5,NA,NA,NA,NA,NA,2023-04-30T11:26:05,30,4,2023,2170749,2170749,HUMAN_OBSERVATION,iNaturalist,Observations,176881029,NA,Suhei Castro,2023-08-06T00:49:20Z,CC_BY_NC_4_0,Suhei Castro,Suhei Castro,,NA,2024-02-16T18:56:09Z,StillImage,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
2.06123433352573e-314,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/177304838,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Habronattus,Habronattus americanus,NA,SPECIES,"Habronattus americanus (Keyserling, 1885)",Habronattus americanus,,US,,California,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,36.452811,-118.215244,NA,NA,NA,NA,NA,NA,2023-08-04T12:46,4,8,2023,2170749,2170749,HUMAN_OBSERVATION,iNaturalist,Observations,177304838,NA,Rick Wachs,2023-08-08T05:56:48Z,CC_BY_NC_4_0,Rick Wachs,Rick Wachs,,NA,2024-02-16T19:19:45Z,,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
2.06103515293687e-314,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/175290881,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Habronattus,Habronattus americanus,NA,SPECIES,"Habronattus americanus (Keyserling, 1885)",Habronattus americanus,,US,,Oregon,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,45.334593,-121.718769,961,NA,NA,NA,NA,NA,2023-07-26T12:18,26,7,2023,2170749,2170749,HUMAN_OBSERVATION,iNaturalist,Observations,175290881,NA,Jen Sanford,2023-07-27T23:56:38Z,CC_BY_NC_4_0,Jen Sanford,Jen Sanford,,NA,2024-02-16T19:20:00Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
2.06098404678646e-314,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/175288323,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Habronattus,Habronattus americanus,NA,SPECIES,"Habronattus americanus (Keyserling, 1885)",Habronattus americanus,,CA,,British Columbia,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,49.220075,-123.213917,31,NA,NA,NA,NA,NA,2023-07-27T14:00,27,7,2023,2170749,2170749,HUMAN_OBSERVATION,iNaturalist,Observations,175288323,NA,Justin Chan,2023-07-27T23:32:56Z,CC_BY_NC_4_0,Justin Chan,Justin Chan,,NA,2024-02-16T18:58:31Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
2.05805225679745e-314,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/173852232,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Habronattus,Habronattus americanus,NA,SPECIES,"Habronattus americanus (Keyserling, 1885)",Habronattus americanus,,US,,Oregon,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,45.353762,-117.230112,4,NA,NA,NA,NA,NA,2023-07-19T16:00:43,19,7,2023,2170749,2170749,HUMAN_OBSERVATION,iNaturalist,Observations,173852232,NA,jumping_arachnids,2023-07-20T15:51:34Z,CC_BY_NC_4_0,abbyapple,abbyapple,,NA,2024-02-16T19:19:23Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
2.05803184249903e-314,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/174150227,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Habronattus,Habronattus americanus,NA,SPECIES,"Habronattus americanus (Keyserling, 1885)",Habronattus americanus,,US,,Oregon,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,42.853629,-121.156606,NA,NA,NA,NA,NA,NA,2023-06-17T10:02,17,6,2023,2170749,2170749,HUMAN_OBSERVATION,iNaturalist,Observations,174150227,NA,Casey H. Richart,2023-07-21T19:37:26Z,CC_BY_4_0,Casey H. Richart,Casey H. Richart,,NA,2024-02-16T18:56:31Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
2.05797608669683e-314,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/174150511,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Habronattus,Habronattus americanus,NA,SPECIES,"Habronattus americanus (Keyserling, 1885)",Habronattus americanus,,US,,Oregon,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,42.855074,-121.158628,NA,NA,NA,NA,NA,NA,2023-06-17T18:40,17,6,2023,2170749,2170749,HUMAN_OBSERVATION,iNaturalist,Observations,174150511,NA,Casey H. Richart,2023-07-21T19:38:42Z,CC_BY_4_0,Casey H. Richart,Casey H. Richart,,NA,2024-02-16T19:44:48Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
2.05645884765931e-314,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/173129246,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Habronattus,Habronattus americanus,NA,SPECIES,"Habronattus americanus (Keyserling, 1885)",Habronattus americanus,,US,,Oregon,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,42.709313,-118.574887,NA,NA,NA,NA,NA,NA,2023-07-15T09:31,15,7,2023,2170749,2170749,HUMAN_OBSERVATION,iNaturalist,Observations,173129246,NA,Peter Olsoy,2023-07-16T01:36:31Z,CC_BY_NC_4_0,Peter Olsoy,Peter Olsoy,,NA,2024-02-16T19:44:42Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
2.05208780985937e-314,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/171142145,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Habronattus,Habronattus americanus,NA,SPECIES,"Habronattus americanus (Keyserling, 1885)",Habronattus americanus,,US,,Utah,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,40.360885,-110.061837,115,NA,NA,NA,NA,NA,2023-07-04T11:30,4,7,2023,2170749,2170749,HUMAN_OBSERVATION,iNaturalist,Observations,171142145,NA,Chad Hamblin,2023-07-05T02:28:38Z,CC_BY_NC_4_0,Chad Hamblin,Chad Hamblin,,NA,2024-02-16T18:56:01Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
2.04827233850279e-314,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/170960778,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Habronattus,Habronattus americanus,NA,SPECIES,"Habronattus americanus (Keyserling, 1885)",Habronattus americanus,,CA,,Saskatchewan,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,49.244917,-107.731998,75,NA,NA,NA,NA,NA,2023-06-16T11:58,16,6,2023,2170749,2170749,HUMAN_OBSERVATION,iNaturalist,Observations,170960778,NA,Sara Simpkins,2023-07-04T03:21:31Z,CC_BY_NC_4_0,Sara Simpkins,Sara Simpkins,,NA,2024-02-16T19:20:47Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
2.04818198328342e-314,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/170960773,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Habronattus,Habronattus americanus,NA,SPECIES,"Habronattus americanus (Keyserling, 1885)",Habronattus americanus,,CA,,Saskatchewan,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,49.244867,-107.732006,75,NA,NA,NA,NA,NA,2023-06-16T12:11,16,6,2023,2170749,2170749,HUMAN_OBSERVATION,iNaturalist,Observations,170960773,NA,Sara Simpkins,2023-07-04T03:21:30Z,CC_BY_NC_4_0,Sara Simpkins,Sara Simpkins,,NA,2024-02-16T19:19:05Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
